"ONR";"HKUMLAGESCHLUESSEL";"HKBEZ";"WASSERUMLAGESCHLUESSEL";"WASSERBEZ";"QMHEIZSCHLUESSEL";"QMHEIZBEZ";"QMWARMWSCHLUESSEL";"QMWARMWBEZ"
42;;"";;"";50;"Wohnfläche";50;"Wohnfläche"
