"ID";"STATUS";"ONR";"ENR";"BKNR";"EKNR";"BAUTEIL_ID";"KATEGORIE_ID";"STARTDATUM";"ENDDATUM";"GEWERK_ID";"PRIORITAET";"BETREFF";"NOTIZ";"ERFASST";"ZULETZT";"ZULETZT_ID";"ERFASST_ID";"ERINNERUNG";"ERINNERUNG_IN";"ANZ_DOC";"IDM1";"IDM2";"IDM3";"IDM4";"IDM5";"IDM6";"IDM7";"IDM8";"IDM9";"IDM10";"IDM11";"IDM12";"IDF1";"IDF2";"IDF3";"IDF4";"IDF5";"OBJ_INFO";"ENDET";"ISVORLAGE";"IDF6";"IDF7";"IDF8";"IDF9";"IDF10";"ARBEITSAUFWAND";"ONR2";"BKNR2";"EKNR2";"ONR3";"BKNR3";"EKNR3";"ONR4";"BKNR4";"EKNR4";"ONR5";"BKNR5";"EKNR5";"BESCHLUSS_ONR";"BESCHLUSS_LFDNR";"CPSTATUS"
-1;0;0;;;;;;30.12.1899 00:00;30.12.1899 00:00;;0;"";"";;;;;;;;;;;;;;;;;;;;;;;;;"";"N";0;;;;;;;;;;;;;;;;;;;;;
